query,google_place_url,business_name,business_domain,business_phone,type,sub_types,category,full_address,borough,street,city,postal_code,state,country,country_code,timezone,lat,lon,review_url,reviews_id,total_reviews,average_rating,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,working_hours,about,description,logo_url,photos_count,photo_url,street_view,price_range,business_status,is_verified,owner_title,owner_link,owner_id,reserving_table_links,booking_appointment_link,place_id,google_id,place_cid
restaurants near new york city,https://www.google.com/maps?cid=3171214220453940517,Little Italy Pizza,littleitalypizzaparkplace.com, (212) 227-7077,Pizza restaurant,"Pizza restaurant, Caterer, Delivery service, Italian restaurant, Restaurant",restaurants,"11 Park Pl, New York, NY 10007",Manhattan,11 Park Pl,New York,10007,New York,United States,US,America/New_York,40.713100499999996,-74.0083145,https://search.google.com/local/reviews?placeid=ChIJDYX_wRhawokRJQ3THIhqAiw&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,3171214220453940517,467,4.3,"{1: 13, 2: 18, 3: 56, 4: 124, 5: 256}",13,18,56,124,256,"{'Friday': '10:30AM–7:30PM', 'Saturday': 'Closed', 'Sunday': 'Closed', 'Monday': '10:30AM–7:30PM', 'Tuesday': '10:30AM–7:30PM', 'Wednesday': '10:30AM–7:30PM', 'Thursday': '10:30AM–7:30PM'}","{'service_options': {'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True}, 'offerings': {'Alcohol': True, 'Comfort food': True, 'Quick bite': True, 'Vegetarian options': True, 'Wine': True}, 'dining_options': {'Lunch': True, 'Dinner': True, 'Catering': True, 'Seating': True}, 'amenities': {'Gender-neutral restroom': True, 'Good for kids': True, 'High chairs': True, 'Restroom': True, 'Wi-Fi': False}, 'atmosphere': {'Casual': True}, 'crowd': {'Family-friendly': True, 'Groups': True, 'LGBTQ+ friendly': True, 'Tourists': True, 'Transgender safespace': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}","Pizza by the slice, full pies & calzones are prepared for takeout & delivery at this counter.",,337+,https://lh5.googleusercontent.com/p/AF1QipMfNfBTzScziDNrp3WnUaWvUt-l0I3E1UFEA0Va=w1600-h1000-k-no,,$,Operational,False,Little Italy Pizza (Owner),,,https://www.littleitalypizzaparkpl.com/online-ordering,,ChIJDYX_wRhawokRJQ3THIhqAiw,0x89c25a18c1ff850d:0x2c026a881cd30d25,3171214220453940517
restaurants near new york city,https://www.google.com/maps?cid=5962862040168699593,A Saffron Thread,asaffronthreadnyc.com, (212) 676-0313,Indian restaurant,Indian restaurant,restaurants,"98 Chambers St, New York, NY 10007",Manhattan,98 Chambers St,New York,10007,New York,United States,US,America/New_York,40.714627,-74.007725,https://search.google.com/local/reviews?placeid=ChIJsY-xSB9awokRyZbq1G5XwFI&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,5962862040168699593,148,3.9,"{1: 14, 2: 8, 3: 19, 4: 45, 5: 62}",14,8,19,45,62,"{'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': 'Closed', 'Monday': '11AM–9PM', 'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM'}","{'service_options': {'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible seating': True}, 'offerings': {'Comfort food': True, 'Halal food': True, 'Healthy options': True, 'Quick bite': True, 'Small plates': True, 'Vegetarian options': True}, 'dining_options': {'Lunch': True, 'Dinner': True, 'Counter service': True, 'Dessert': True, 'Seating': True}, 'amenities': {'Good for kids': True, 'High chairs': True}, 'atmosphere': {'Casual': True}, 'crowd': {'Family-friendly': True}, 'planning': {'Accepts reservations': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True}}","Casual, counter-serve institution offering Indian & Indian-Chinese staples for dine-in or delivery.",https://lh3.googleusercontent.com/-_LgoDDiY5AE/AAAAAAAAAAI/AAAAAAAAAAA/hNafpph2M9M/s44-p-k-no-ns-nd/photo.jpg,140+,https://lh5.googleusercontent.com/p/AF1QipP8G1WnV9n_GF25840IZfaDKKrh0d5yw-y_-SZU=w1600-h1000-k-no,,$,Operational,True,A Saffron Thread (Owner),https://www.google.com/maps/contrib/102353526312684005325,102353526312684005325,,,ChIJsY-xSB9awokRyZbq1G5XwFI,0x89c25a1f48b18fb1:0x52c0576ed4ea96c9,5962862040168699593
restaurants near new york city,https://www.google.com/maps?cid=6271554213882550415,Indian King Birayni House,,,Indian restaurant,"Indian restaurant, Biryani restaurant, Fast food restaurant",restaurants,"140 Broadway, New York, NY 10005",Manhattan,140 Broadway,New York,10005,New York,United States,US,America/New_York,40.709175599999995,-74.0103628,https://search.google.com/local/reviews?placeid=ChIJT3B_bxdawokRj9gSVFQJCVc&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,6271554213882550415,379,4.4,"{1: 18, 2: 8, 3: 34, 4: 77, 5: 242}",18,8,34,77,242,"{'Friday': '11AM–9PM', 'Saturday': '11AM–10PM', 'Sunday': '11AM–7:30PM', 'Monday': '11AM–9PM', 'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM'}","{'service_options': {'Curbside pickup': True, 'Delivery': True, 'Takeout': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible seating': True}, 'offerings': {'Comfort food': True, 'Halal food': True, 'Quick bite': True, 'Small plates': True, 'Vegetarian options': True}, 'dining_options': {'Lunch': True, 'Dinner': True}, 'amenities': {'Good for kids': True}, 'atmosphere': {'Casual': True}, 'crowd': {'College students': True, 'Groups': True, 'Tourists': True}, 'payments': {'NFC mobile payments': True}}",,https://lh5.googleusercontent.com/-KUw1XeTMxHA/AAAAAAAAAAI/AAAAAAAAAAA/6u1_RTI-RaY/s44-p-k-no-ns-nd/photo.jpg,309+,https://lh5.googleusercontent.com/p/AF1QipOI6QCrrdJP5Iqhy_-ClZupH98B1zMwWdlDTKt4=w1600-h1000-k-no,,$,Operational,True,Indian King Birayni House (Owner),https://www.google.com/maps/contrib/102638575091432753916,102638575091432753916,,,ChIJT3B_bxdawokRj9gSVFQJCVc,0x89c25a176f7f704f:0x570909545412d88f,6271554213882550415
restaurants near new york city,https://www.google.com/maps?cid=1454039924911556263,Amish Market East,eastamish45.com, (212) 370-1761,Gourmet grocery store,"Gourmet grocery store, Buffet restaurant, Cafe, Caterer, Cheese shop, Deli, Fruit and vegetable store, Pizza restaurant, Produce market, Salad shop",Gourmet grocery store,"240 E 45th St, New York, NY 10017",Manhattan,240 E 45th St,New York,10017,New York,United States,US,America/New_York,40.7518441,-73.9714553,https://search.google.com/local/reviews?placeid=ChIJaTt-ywJZwokRp8aWnZvJLRQ&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,1454039924911556263,625,4.4,"{1: 16, 2: 12, 3: 55, 4: 147, 5: 395}",16,12,55,147,395,"{'Friday': '7AM–9:30PM', 'Saturday': '8AM–9:30PM', 'Sunday': '8AM–9:30PM', 'Monday': '7AM–9:30PM', 'Tuesday': '7AM–9:30PM', 'Wednesday': '7AM–9:30PM', 'Thursday': '7AM–9:30PM'}","{'service_options': {'No-contact delivery': True, 'Delivery': True, 'In-store pickup': True, 'In-store shopping': True, 'Same-day delivery': True}, 'highlights': {'Great produce': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True}, 'offerings': {'Organic products': True, 'Prepared foods': True, 'Salad bar': True}, 'amenities': {'Wi-Fi': False}, 'crowd': {'LGBTQ+ friendly': True, 'Transgender safespace': True}, 'planning': {'Quick visit': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}","Branch of a local chain of grocers offering fruits, vegetables, meat, cheese & prepared foods to-go.",https://lh4.googleusercontent.com/-QTzsjrdpiVo/AAAAAAAAAAI/AAAAAAAAAAA/5AiFbdEIp1Y/s44-p-k-no-ns-nd/photo.jpg,320+,https://lh5.googleusercontent.com/p/AF1QipMPshDk4dgQiDeaoImorhMgg6t7_Jd2MkUjsYzp=w1600-h1000-k-no,,$$,Operational,True,Amish Market East (Owner),https://www.google.com/maps/contrib/105735189217951887564,105735189217951887564,,,ChIJaTt-ywJZwokRp8aWnZvJLRQ,0x89c25902cb7e3b69:0x142dc99b9d96c6a7,1454039924911556263
restaurants near new york city,https://www.google.com/maps?cid=13838675682210918197,sweetgreen,order.sweetgreen.com, (917) 983-0200,Health food restaurant,"Health food restaurant, Delivery service, Takeout Restaurant, Restaurant, Salad shop, Vegan restaurant, Vegetarian restaurant",restaurants,"125 Chambers St, New York, NY 10007",Manhattan,125 Chambers St,New York,10007,New York,United States,US,America/New_York,40.715463199999995,-74.0088361,https://search.google.com/local/reviews?placeid=ChIJ5SYtXCNbwokRNa8EaDbaDMA&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,-4608068391498633419,203,4.1,"{1: 24, 2: 10, 3: 14, 4: 37, 5: 118}",24,10,14,37,118,"{'Friday': '10:30AM–10PM', 'Saturday': '10:30AM–9PM', 'Sunday': '10:30AM–9PM', 'Monday': '10:30AM–10PM', 'Tuesday': '10:30AM–10PM', 'Wednesday': '10:30AM–10PM', 'Thursday': '10:30AM–10PM'}","{'service_options': {'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible parking lot': True}, 'offerings': {'Comfort food': True, 'Healthy options': True, 'Organic dishes': True, 'Quick bite': True, 'Salad bar': True, 'Vegan options': True, 'Vegetarian options': True}, 'dining_options': {'Brunch': True, 'Lunch': True, 'Dinner': True, 'Catering': True, 'Seating': True}, 'amenities': {'Restroom': True}, 'atmosphere': {'Casual': True}, 'crowd': {'Family-friendly': True, 'LGBTQ+ friendly': True, 'Transgender safespace': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}",Locavore-friendly counter-serve chain specializing in organic salads & bowls.,https://lh4.googleusercontent.com/-AFC-xhGVAZc/AAAAAAAAAAI/AAAAAAAAAAA/uJE6UJzmZ-g/s44-p-k-no-ns-nd/photo.jpg,268+,https://lh5.googleusercontent.com/p/AF1QipPVm2ys6_vWWj1x-cUH4NMAJhDWPWJtsLv8jyLh=w1600-h1000-k-no,,$$,Operational,True,sweetgreen (Owner),https://www.google.com/maps/contrib/109649347314734643906,109649347314734643906,,,ChIJ5SYtXCNbwokRNa8EaDbaDMA,0x89c25b235c2d26e5:0xc00cda366804af35,13838675682210918197
restaurants near new york city,https://www.google.com/maps?cid=11737504804342449142,Rosella's Pizzeria,perkchops.com, (212) 619-8260,Pizza restaurant,"Pizza restaurant, Caterer, Italian restaurant, Delivery Restaurant",restaurants,"164 William St, New York, NY 10038",Manhattan,164 William St,New York,10038,New York,United States,US,America/New_York,40.7100678,-74.005622,https://search.google.com/local/reviews?placeid=ChIJJ7FgvSJawokR9sNFfG7-46I&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,-6709239269367102474,641,4.3,"{1: 26, 2: 21, 3: 50, 4: 170, 5: 374}",26,21,50,170,374,"{'Friday': '10AM–10PM', 'Saturday': '10AM–10PM', 'Sunday': '10AM–10PM', 'Monday': '10AM–10PM', 'Tuesday': '10AM–10PM', 'Wednesday': '10AM–10PM', 'Thursday': '10AM–10PM'}","{'service_options': {'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True, 'Wheelchair accessible seating': True}, 'offerings': {'Beer': True, 'Comfort food': True, 'Quick bite': True, 'Vegetarian options': True, 'Wine': True}, 'dining_options': {'Lunch': True, 'Dinner': True, 'Catering': True}, 'amenities': {'Good for kids': True, 'Restroom': True}, 'atmosphere': {'Casual': True}, 'crowd': {'College students': True, 'Groups': True, 'Tourists': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}","Casual, takeout-ready pizza parlor offering a variety of slices & pies, plus pastas, subs & salads.",https://lh5.googleusercontent.com/-6d5LD5kdwdQ/AAAAAAAAAAI/AAAAAAAAAAA/PKS7sMxuKD8/s44-p-k-no-ns-nd/photo.jpg,225+,https://lh5.googleusercontent.com/p/AF1QipNsIpTdrHjpP-Vwjr7k1lMQ6zXUbj42FhW2t7sc=w1600-h1000-k-no,,$,Operational,True,Rosella's Pizzeria (Owner),https://www.google.com/maps/contrib/117650896859007914784,117650896859007914784,,,ChIJJ7FgvSJawokR9sNFfG7-46I,0x89c25a22bd60b127:0xa2e3fe6e7c45c3f6,11737504804342449142
restaurants near new york city,https://www.google.com/maps?cid=11269177027608796354,Sea Shore Restaurant,seashorerestaurant.com, (718) 885-0300,Seafood restaurant,"Seafood restaurant, Bar, Restaurant, Sushi restaurant",restaurants,"591 City Island Ave, Bronx, NY 10464",City Island,591 City Island Ave,Bronx,10464,New York,United States,US,America/New_York,40.8541999,-73.79091249999999,https://search.google.com/local/reviews?placeid=ChIJEYbUenyMwokRwlydycwoZJw&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,-7177567046100755262,3037,4.3,"{1: 177, 2: 120, 3: 247, 4: 703, 5: 1790}",177,120,247,703,1790,"{'Friday': '12–11PM', 'Saturday': '12–11PM', 'Sunday': '12–11PM', 'Monday': '12–11PM', 'Tuesday': '12–11PM', 'Wednesday': '12–11PM', 'Thursday': '12–11PM'}","{'service_options': {'Outdoor seating': True, 'Curbside pickup': True, 'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'highlights': {'Fast service': True, 'Great coffee': True, 'Great dessert': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True}, 'offerings': {'Alcohol': True, 'Beer': True, 'Cocktails': True, 'Coffee': True, 'Comfort food': True, 'Happy hour drinks': True, 'Happy hour food': True, 'Hard liquor': True, 'Healthy options': True, ""Kids' menu"": True, 'Late-night food': True, 'Quick bite': True, 'Small plates': True, 'Vegetarian options': True, 'Wine': True}, 'dining_options': {'Brunch': True, 'Lunch': True, 'Dinner': True, 'Catering': True, 'Dessert': True, 'Seating': True}, 'amenities': {'Bar onsite': True, 'Good for kids': True, 'High chairs': True, 'Restroom': True, 'Wi-Fi': False}, 'atmosphere': {'Casual': True, 'Cozy': True, 'Historic': True, 'Romantic': True}, 'crowd': {'Groups': True, 'LGBTQ+ friendly': True, 'Tourists': True}, 'planning': {'Dinner reservations recommended': True, 'Accepts reservations': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}","City Island classic since 1920 for seafood in a lively setting, with outdoor dining & marina views.",https://lh5.googleusercontent.com/-GG2L2kDzOpQ/AAAAAAAAAAI/AAAAAAAAAAA/0Rw7TCNH_vs/s44-p-k-no-ns-nd/photo.jpg,3648+,https://lh5.googleusercontent.com/p/AF1QipMX8lMf0T4stSLSiKpcmMQglXH8QeMpfYeNUeQc=w1600-h1000-k-no,,$$,Operational,True,Sea Shore Restaurant (Owner),https://www.google.com/maps/contrib/113361661437782865739,113361661437782865739,https://www.seashorerestaurant.com/reservation/,https://www.opentable.com/restaurant/profile/94261?ref=1068,ChIJEYbUenyMwokRwlydycwoZJw,0x89c28c7c7ad48611:0x9c6428ccc99d5cc2,11269177027608796354
restaurants near new york city,https://www.google.com/maps?cid=17416950155264461174,Dave & Buster's New York City - Times Square,daveandbusters.com, (646) 495-2015,Restaurant,"Restaurant, Amusement center, Bar & grill, Pool hall, Video arcade",restaurants,"234 W 42nd St 3rd Floor, New York, NY 10036",Manhattan,234 W 42nd St 3rd Floor,New York,10036,New York,United States,US,America/New_York,40.756536,-73.98863399999999,https://search.google.com/local/reviews?placeid=ChIJ8VOfr1RYwokRdgk5I-NvtfE&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,-1029793918445090442,7871,4.2,"{1: 523, 2: 314, 3: 896, 4: 1842, 5: 4296}",523,314,896,1842,4296,"{'Friday': '10AM–2AM', 'Saturday': '10AM–2AM', 'Sunday': '10AM–12AM', 'Monday': '10AM–12AM', 'Tuesday': '10AM–12AM', 'Wednesday': '10AM–1AM', 'Thursday': '10AM–1AM'}","{'service_options': {'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'highlights': {'Fast service': True, 'Great beer selection': True, 'Great cocktails': True, 'Great wine list': True, 'Sports': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible elevator': True, 'Wheelchair accessible entrance': True, 'Wheelchair accessible restroom': True, 'Wheelchair accessible seating': True, 'Wheelchair accessible parking lot': True}, 'offerings': {'Alcohol': True, 'Beer': True, 'Cocktails': True, 'Coffee': True, 'Comfort food': True, 'Happy hour drinks': True, 'Happy hour food': True, 'Hard liquor': True, ""Kids' menu"": True, 'Late-night food': True, 'Quick bite': True, 'Small plates': True, 'Wine': True}, 'dining_options': {'Brunch': True, 'Lunch': True, 'Dinner': True, 'Dessert': True, 'Seating': True}, 'amenities': {'Bar onsite': True, 'Good for kids': True, 'High chairs': True, 'Restroom': True}, 'atmosphere': {'Casual': True}, 'crowd': {'College students': True, 'Groups': True, 'Tourists': True}, 'planning': {'Accepts reservations': True}, 'payments': {'Debit cards': True}}",Family-friendly chain offering a sports-bar-style setting for American food & arcade games.,https://lh3.googleusercontent.com/-EGYDbNhSkl4/AAAAAAAAAAI/AAAAAAAAAAA/mk0GfCsTGpM/s44-p-k-no-ns-nd/photo.jpg,6378+,https://lh5.googleusercontent.com/p/AF1QipMONtbW0Skr6wMZbbHnx_uwXx3nWgCX6ASKKtid=w1600-h1000-k-no,,$$,Operational,True,Dave & Buster's New York City - Times Square (Owner),https://www.google.com/maps/contrib/114858730109210687523,114858730109210687523,https://www.opentable.com/restaurant/profile/1221391?ref=1068,,ChIJ8VOfr1RYwokRdgk5I-NvtfE,0x89c25854af9f53f1:0xf1b56fe323390976,17416950155264461174
restaurants near new york city,https://www.google.com/maps?cid=7679878640969927093,TASTE CHINESE RESTAURANT,ordertastechineserestaurant.com, (212) 335-0290,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",restaurants,"178 Church St, New York, NY 10013",Manhattan,178 Church St,New York,10013,New York,United States,US,America/New_York,40.7156902,-74.0076053,https://search.google.com/local/reviews?placeid=ChIJOxOobh9awokRtUkfKe9olGo&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,7679878640969927093,72,3.0,"{1: 27, 2: 6, 3: 5, 4: 10, 5: 24}",27,6,5,10,24,"{'Friday': '11AM–2AM', 'Saturday': '11AM–12AM', 'Sunday': '11AM–1AM', 'Monday': '11:30AM–1AM', 'Tuesday': '11:30AM–1AM', 'Wednesday': '11:30AM–1AM', 'Thursday': '11:30AM–1AM'}","{'service_options': {'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible parking lot': True}, 'offerings': {'Comfort food': True, 'Quick bite': True}, 'dining_options': {'Lunch': True, 'Dinner': True}, 'atmosphere': {'Casual': True}, 'planning': {'Accepts reservations': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}","Ample Chinese standards such as fried rice & chow mein served in basic, counter-serve environs.",,29,https://lh5.googleusercontent.com/p/AF1QipOT0PbAtinjm5nzGKg26Q0hPD75_b4EysYDye92=w1600-h1000-k-no,,$$,Operational,False,TASTE CHINESE RESTAURANT (Owner),,,http://ordertastechineserestaurant.com/,,ChIJOxOobh9awokRtUkfKe9olGo,0x89c25a1f6ea8133b:0x6a9468ef291f49b5,7679878640969927093
restaurants near new york city,https://www.google.com/maps?cid=14263876950002968158,Just Salad,justsalad.com, (866) 673-3757,Health food restaurant,"Health food restaurant, Restaurant, Salad shop, Vegan restaurant, Vegetarian restaurant",restaurants,"233 Broadway, New York, NY 10007",Manhattan,233 Broadway,New York,10007,New York,United States,US,America/New_York,40.7126361,-74.00809939999999,https://search.google.com/local/reviews?placeid=ChIJwyRO7RhawokRXibPRIN488U&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,-4182867123706583458,107,3.7,"{1: 20, 2: 6, 3: 11, 4: 22, 5: 48}",20,6,11,22,48,"{'Friday': '10:30AM–6PM', 'Saturday': 'Closed', 'Sunday': 'Closed', 'Monday': '10:30AM–6PM', 'Tuesday': '10:30AM–6PM', 'Wednesday': '10:30AM–6PM', 'Thursday': '10:30AM–6PM'}","{'service_options': {'Outdoor seating': True, 'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'popular_for': {'Lunch': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible seating': True, 'Wheelchair accessible parking lot': True}, 'offerings': {'Coffee': True, 'Healthy options': True, 'Organic dishes': True, 'Quick bite': True, 'Salad bar': True, 'Vegan options': True, 'Vegetarian options': True}, 'dining_options': {'Brunch': True, 'Lunch': True, 'Dinner': True, 'Counter service': True, 'Seating': True}, 'amenities': {'Good for kids': True}, 'atmosphere': {'Casual': True}, 'crowd': {'Family-friendly': True, 'LGBTQ+ friendly': True, 'Transgender safespace': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}","Customized salads, wraps & smoothies are the specialties of this counter-service chain.",https://lh5.googleusercontent.com/-2hNjivJkmRo/AAAAAAAAAAI/AAAAAAAAAAA/fNEHPK4EKAI/s44-p-k-no-ns-nd/photo.jpg,217+,https://lh5.googleusercontent.com/p/AF1QipNHvJtdBxIiUePzuSr9khjh0h3X12wEph-pxpE8=w1600-h1000-k-no,,$$,Operational,True,Just Salad (Owner),https://www.google.com/maps/contrib/114146848984109915890,114146848984109915890,,,ChIJwyRO7RhawokRXibPRIN488U,0x89c25a18ed4e24c3:0xc5f3788344cf265e,14263876950002968158
restaurants near new york city,https://www.google.com/maps?cid=9157412372136697584,Sushi 35 West,sushi35west.com, (646) 882-6666,Sushi restaurant,"Sushi restaurant, Sushi takeaway",Sushi restaurant,"232W W 35th St, New York, NY 10001",Manhattan,232W W 35th St,New York,10001,New York,United States,US,America/New_York,40.7518385,-73.99131299999999,https://search.google.com/local/reviews?placeid=ChIJuxVeogZZwokR8J75zgiqFX8&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,9157412372136697584,206,4.6,"{1: 10, 2: 2, 3: 7, 4: 27, 5: 160}",10,2,7,27,160,"{'Friday': '11:30AM–9PM', 'Saturday': '3:30–9PM', 'Sunday': 'Closed', 'Monday': '11:30AM–9PM', 'Tuesday': '11:30AM–9PM', 'Wednesday': '11:30AM–9PM', 'Thursday': '11:30AM–9PM'}","{'service_options': {'Outdoor seating': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'offerings': {'Quick bite': True, 'Small plates': True}, 'dining_options': {'Lunch': True, 'Dinner': True, 'Seating': True}, 'atmosphere': {'Casual': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}",,https://lh4.googleusercontent.com/-LVTqxXUkeIs/AAAAAAAAAAI/AAAAAAAAAAA/tfGmzm0nfTY/s44-p-k-no-ns-nd/photo.jpg,288+,https://lh5.googleusercontent.com/p/AF1QipNtPoEWM26b6qFfvgLYf8t9XrSHStt4F1_Q83vE=w1600-h1000-k-no,,,Operational,True,Sushi 35 West (Owner),https://www.google.com/maps/contrib/101288069775423626654,101288069775423626654,,,ChIJuxVeogZZwokR8J75zgiqFX8,0x89c25906a25e15bb:0x7f15aa08cef99ef0,9157412372136697584
restaurants near new york city,https://www.google.com/maps?cid=4220952323027039852,Little Italy Pizza,littleitalypizza.com, (212) 374-1130,Pizza restaurant,Pizza restaurant,restaurants,"154 Church St, New York, NY 10007",Manhattan,154 Church St,New York,10007,New York,United States,US,America/New_York,40.7151451,-74.0079738,https://search.google.com/local/reviews?placeid=ChIJuXASOB9awokRbPbiM8bVkzo&q=restaurants+near+new+york+city&authuser=0&hl=en&gl=US,4220952323027039852,726,4.0,"{1: 76, 2: 40, 3: 85, 4: 166, 5: 359}",76,40,85,166,359,"{'Friday': '10AM–3AM', 'Saturday': '10AM–3AM', 'Sunday': '10AM–9PM', 'Monday': '10AM–11PM', 'Tuesday': '10AM–12AM', 'Wednesday': '10AM–1AM', 'Thursday': '10AM–2AM'}","{'service_options': {'Outdoor seating': True, 'Curbside pickup': True, 'No-contact delivery': True, 'Delivery': True, 'Takeout': True, 'Dine-in': True}, 'popular_for': {'Lunch': True, 'Dinner': True, 'Solo dining': True}, 'accessibility': {'Wheelchair accessible entrance': True, 'Wheelchair accessible parking lot': True}, 'offerings': {'Beer': True, 'Comfort food': True, 'Late-night food': True, 'Quick bite': True, 'Vegetarian options': True}, 'dining_options': {'Lunch': True, 'Dinner': True, 'Catering': True, 'Seating': True}, 'amenities': {'Good for kids': True, 'Restroom': True}, 'atmosphere': {'Casual': True}, 'crowd': {'College students': True, 'Family-friendly': True, 'LGBTQ+ friendly': True, 'Tourists': True, 'Transgender safespace': True}, 'payments': {'Debit cards': True, 'NFC mobile payments': True, 'Credit cards': False}}","Bustling late-night pizza outlet serves up hefty slices, pies & grub at the counter in a tiny space.",https://lh3.googleusercontent.com/-mLZFWtsyAyM/AAAAAAAAAAI/AAAAAAAAAAA/0lyCSLRc9g0/s44-p-k-no-ns-nd/photo.jpg,429+,https://lh5.googleusercontent.com/p/AF1QipNfW4QR1WHf4yZyuIX441mOOKS-42rRNM4NcrFm=w1600-h1000-k-no,,$,Operational,True,Little Italy Pizza (Owner),https://www.google.com/maps/contrib/102836811674828382220,102836811674828382220,http://www.donabellapizzany.com/?utm_source=gmb&utm_medium=reservation,,ChIJuXASOB9awokRbPbiM8bVkzo,0x89c25a1f381270b9:0x3a93d5c633e2f66c,4220952323027039852
